Producto base;Descripción diseño;ID ensayo;Nombre formulación;Fecha ensayo;Resultado;Materia prima;% peso;Motivo / comentario;Producto final;Fórmula OK;Riquezas;Spec_Descripcion;Spec_Aspecto;Spec_Color;Spec_Densidad;Spec_pH;Spec_Quimica;Validacion_JSON;Fecha_Validacion
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;MANITOL;0,2;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;SACAROSA;5;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;BIOATLANTIS MI-100;2;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;MONOETANOLAMINA;0,955;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;AGUA ;9,045;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;MONOPROPILENGLICOL;2;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT BRIX CN;Formulación potásica con B-Mo y algas, orientada a mejorar color, ºBrix y estabilidad en frío para adaptaciones China/Bioatlantis.;ID-250;CALIDAD - RAYKAT BRIX CN F3.8.2.2 AJREG - 1;25/09/2025;NOK;GOMA XANTANA;0,1;"Puntitos visibles; se repite con turrax. Inestable en frío por cristalización de sales.";RAYKAT BRIX CN;ID-188 || CALIDAD - ID.2025.77 RAYKAT BRIX CN F3.8.2 BIOATLANTIS;Se ha formulado un producto rico en potasio y materia orgánica que mantiene estabilidad en frío y calor tras optimizar gomas y incorporación de algas. Favorece correctamente el incremento de ºBrix y cumple las especificaciones para registro. Todos los parámetros de diseño han sido alcanzados.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;AGUA INICIAL;36,1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;L-TRIPTOFANO;1,5;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;MONOETANOLAMINA;1,6;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;GLICINA;2,1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;SULFATO DE COBRE;0,25;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;SULFATO DE ZINC MONOHIDRATADO;1,45;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;SULFATO DE MANGANESO;1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;ACIDO CITRICO;1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;KELIK BORO;0,5;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;EXTRACTOS DE ALGAS;1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;CSLB ;50;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;GLICERINA;0;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;MONOPROPILENGLICOL;1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;CARBOXILMETIL CELULOSA CMC;0,1;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-127;CALIDAD - RAYKAT ROOT ECO mejora - CMC;09/05/2025;NOK;AGUA;2,4;"Ensayo inicial; inestable, con separación lenta y posible floculación de la fase coloidal.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-184;CALIDAD - RAYKAT ROOT ECO mejora - CMC F1.2;10/07/2025;NOK;AGUA INICIAL;36,1;"Viscosidad no conforme; estabilidad insuficiente con formación de hilos y pequeñas zonas con poso.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-184;CALIDAD - RAYKAT ROOT ECO mejora - CMC F1.2;10/07/2025;NOK;L-TRIPTOFANO;1,5;"Viscosidad no conforme; estabilidad insuficiente con formación de hilos y pequeñas zonas con poso.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-184;CALIDAD - RAYKAT ROOT ECO mejora - CMC F1.2;10/07/2025;NOK;MONOETANOLAMINA;1,6;"Viscosidad no conforme; estabilidad insuficiente con formación de hilos y pequeñas zonas con poso.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
RAYKAT ROOT ECO MEJORA;Formulación con aminoácidos, microelementos y CMC orientada a mejorar viscosidad, estabilidad y comportamiento en frío.;ID-184;CALIDAD - RAYKAT ROOT ECO mejora - CMC F1.2;10/07/2025;NOK;GLICINA;2,1;"Viscosidad no conforme; estabilidad insuficiente con formación de hilos y pequeñas zonas con poso.";RAYKAT ROOT ECO MEJORA;ID-182 || CALIDAD - ID.2025.78 RAYKAT ROOT ECO F1.3;La combinación de CMC, xantana y sulfatos permitió obtener una solución ecológica estable sin cuajados, con viscosidad controlada. Se preservó el carácter eco y la funcionalidad en desarrollo radicular. La formulación cumple los criterios técnicos y regulatorios previstos.;;;;;;;;
